category	day_of_week	description	incident_num	latitude	longitude	date	resolution
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	160241998	37.7774377381731	-122.434068008938	2016-03-23T19:14:00Z	NONE
WARRANTS	Wednesday	ENROUTE TO PROBATION OFFICER	160243201	37.7816045741252	-122.412192555721	2016-03-24T00:26:00Z	ARREST, BOOKED
VANDALISM	Saturday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160243223	37.7849996426672	-122.421092281879	2016-03-06T03:17:00Z	NONE
OTHER OFFENSES	Thursday	FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY	160243239	37.7220486455317	-122.436867932617	2016-03-10T17:00:00Z	NONE
SUSPICIOUS OCC	Wednesday	INVESTIGATIVE DETENTION	160243245	37.7247299559233	-122.38793080184	2016-03-24T02:00:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	AIDED CASE, MENTAL DISTURBED	160243251	37.7220486455317	-122.436867932617	2016-03-24T02:17:00Z	NONE
VEHICLE THEFT	Monday	STOLEN TRUCK	160243524	37.7828890050587	-122.465493608312	2016-03-21T14:30:00Z	NONE
STOLEN PROPERTY	Thursday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160244914	37.7859245785653	-122.434099467089	2016-03-24T18:48:00Z	ARREST, BOOKED
OTHER OFFENSES	Thursday	CONSPIRACY	160244914	37.7859245785653	-122.434099467089	2016-03-24T18:48:00Z	ARREST, BOOKED
WARRANTS	Thursday	ENROUTE TO OUTSIDE JURISDICTION	160246409	37.7545129537862	-122.402561060246	2016-03-25T06:09:00Z	ARREST, BOOKED
OTHER OFFENSES	Thursday	TRAFFIC VIOLATION ARREST	160246409	37.7545129537862	-122.402561060246	2016-03-25T06:09:00Z	ARREST, BOOKED
BURGLARY	Thursday	SAFE BURGLARY	160246415	37.7859461545927	-122.457540234704	2016-03-25T02:00:00Z	NONE
ASSAULT	Thursday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160246437	37.773245865199	-122.428991906337	2016-03-25T06:22:00Z	NONE
VEHICLE THEFT	Friday	STOLEN MOTORCYCLE	160249328	37.7677177520665	-122.415605496237	2016-03-26T05:00:00Z	NONE
VEHICLE THEFT	Friday	STOLEN AUTOMOBILE	160251618	37.7909372946	-122.402189632612	2016-03-25T14:00:00Z	NONE
LARCENY/THEFT	Thursday	PETTY THEFT FROM A BUILDING	160251624	37.7969279288883	-122.43631861387	2016-03-25T00:50:00Z	NONE
OTHER OFFENSES	Wednesday	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	160262176	37.7743260170751	-122.506818952139	2016-03-23T07:01:00Z	NONE
OTHER OFFENSES	Friday	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	160262392	37.756978932935	-122.420754713532	2016-03-18T13:00:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	166052753	37.7672442209616	-122.510225749052	2016-03-03T02:00:00Z	NONE
LARCENY/THEFT	Thursday	GRAND THEFT FROM LOCKED AUTO	166052769	37.7800332991006	-122.464279879446	2016-03-03T18:20:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT FROM LOCKED AUTO	166056664	37.7641020287178	-122.435318423327	2016-03-07T02:45:00Z	NONE
VANDALISM	Wednesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	166057515	37.7635175547636	-122.43903658021	2016-03-09T10:00:00Z	NONE
LARCENY/THEFT	Saturday	PETTY THEFT OF PROPERTY	166059577	37.7835699386918	-122.408421116922	2016-03-05T23:50:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	166060916	37.7812701611726	-122.425564924002	2016-03-14T17:00:00Z	NONE
LARCENY/THEFT	Monday	PETTY THEFT OF PROPERTY	166060922	37.7921649200543	-122.430296286784	2016-03-14T15:00:00Z	NONE
LARCENY/THEFT	Monday	PETTY THEFT OF PROPERTY	166060938	37.7851670875517	-122.417903977564	2016-03-15T00:22:00Z	NONE
LARCENY/THEFT	Friday	GRAND THEFT FROM LOCKED AUTO	166060944	37.7986480557575	-122.430749244465	2016-03-12T02:05:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166064485	37.7558904539942	-122.400815436612	2016-03-08T19:29:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	166064491	37.7318036863895	-122.403987368489	2016-03-09T21:00:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	166064504	37.7598497605882	-122.399182419735	2016-03-09T21:15:00Z	NONE
VANDALISM	Tuesday	MALICIOUS MISCHIEF, VANDALISM	166064510	37.7379572653415	-122.389588165314	2016-03-08T20:02:00Z	NONE
FRAUD	Monday	FORGERY, CREDIT CARD	166073555	37.7821664550649	-122.420830648843	2016-03-29T03:22:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166073561	37.7895820615822	-122.428087689719	2016-03-29T08:00:00Z	NONE
WARRANTS	Monday	WARRANT ARREST	130657701	37.7816542806076	-122.415508242782	2016-03-15T03:21:00Z	ARREST, BOOKED
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166074973	37.7807179285998	-122.415317966992	2016-03-30T06:15:00Z	NONE
LARCENY/THEFT	Sunday	GRAND THEFT FROM LOCKED AUTO	166075034	37.7765400380328	-122.417504703145	2016-03-28T01:30:00Z	NONE
LARCENY/THEFT	Saturday	GRAND THEFT FROM LOCKED AUTO	166075040	37.7894107633457	-122.422139511488	2016-03-19T07:01:00Z	NONE
LARCENY/THEFT	Monday	GRAND THEFT FROM LOCKED AUTO	166076628	37.7442180802683	-122.404304136216	2016-03-29T01:30:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166076678	37.7504525015629	-122.39627030124	2016-03-30T01:00:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166076684	37.7540272392632	-122.388382379498	2016-03-30T01:30:00Z	NONE
LARCENY/THEFT	Tuesday	GRAND THEFT FROM LOCKED AUTO	166076690	37.7399263730216	-122.400340768133	2016-03-29T23:00:00Z	NONE
SEX OFFENSES, NON FORCIBLE	Wednesday	OBSCENE MATTER, DISTRIBUTION TO MINORS	151081422	37.7274687126927	-122.443244532399	2016-03-24T00:40:00Z	ARREST, BOOKED
SEX OFFENSES, FORCIBLE	Wednesday	CHILD ABUSE, PORNOGRAPHY	151081422	37.7274687126927	-122.443244532399	2016-03-24T00:40:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	SEARCH WARRANT SERVICE	151081422	37.7274687126927	-122.443244532399	2016-03-24T00:40:00Z	ARREST, BOOKED
NON-CRIMINAL	Tuesday	TRAFFIC ACCIDENT	151123739	37.7236571994208	-122.458189870681	2016-03-23T05:40:00Z	ARREST, BOOKED
LARCENY/THEFT	Friday	PETTY THEFT OF PROPERTY	155965153	37.7812597610597	-122.461620169101	2016-04-01T07:32:00Z	NONE
SEX OFFENSES, FORCIBLE	Thursday	CHILD ABUSE, PORNOGRAPHY	160096185	37.801711754113	-122.414748660731	2016-03-11T01:30:00Z	ARREST, BOOKED
NON-CRIMINAL	Thursday	SEARCH WARRANT SERVICE	160096185	37.801711754113	-122.414748660731	2016-03-11T01:30:00Z	ARREST, BOOKED
OTHER OFFENSES	Saturday	RECKLESS DRIVING	160157094	37.7337179258057	-122.434997541897	2016-03-06T01:00:00Z	NONE
OTHER OFFENSES	Saturday	TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE	160157094	37.7337179258057	-122.434997541897	2016-03-06T01:00:00Z	NONE
SEX OFFENSES, NON FORCIBLE	Tuesday	OBSCENE MATTER, DISTRIBUTION TO MINORS	160164936	37.7612391536405	-122.508200886817	2016-03-09T01:30:00Z	NONE
SEX OFFENSES, FORCIBLE	Tuesday	CHILD ABUSE, PORNOGRAPHY	160164936	37.7612391536405	-122.508200886817	2016-03-09T01:30:00Z	NONE
NON-CRIMINAL	Tuesday	SEARCH WARRANT SERVICE	160164936	37.7612391536405	-122.508200886817	2016-03-09T01:30:00Z	NONE
NON-CRIMINAL	Wednesday	SEARCH WARRANT SERVICE	160180233	37.7188264259962	-122.393324841737	2016-03-03T00:03:00Z	NONE
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160181128	37.7525050785758	-122.414089000708	2016-03-02T08:06:00Z	ARREST, BOOKED
ASSAULT	Wednesday	AGGRAVATED ASSAULT WITH A KNIFE	160181134	37.7894768075723	-122.414576897	2016-03-02T08:01:00Z	ARREST, BOOKED
ASSAULT	Wednesday	ATTEMPTED HOMICIDE WITH A KNIFE	160181134	37.7894768075723	-122.414576897	2016-03-02T08:01:00Z	ARREST, BOOKED
ASSAULT	Wednesday	INFLICT INJURY ON COHABITEE	160181134	37.7894768075723	-122.414576897	2016-03-02T08:01:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160181162	37.780386020106	-122.440886713564	2016-03-02T08:35:00Z	NONE
ASSAULT	Wednesday	INFLICT INJURY ON COHABITEE	160181184	37.7625297461241	-122.433500504054	2016-03-02T08:01:00Z	ARREST, BOOKED
ASSAULT	Wednesday	AGGRAVATED ASSAULT WITH A KNIFE	160181203	37.7809706722053	-122.408710606663	2016-03-02T09:17:00Z	ARREST, BOOKED
WARRANTS	Wednesday	ENROUTE TO PAROLE OFFICER	160181203	37.7809706722053	-122.408710606663	2016-03-02T09:17:00Z	ARREST, BOOKED
SECONDARY CODES	Wednesday	DOMESTIC VIOLENCE	160181219	37.7329162539537	-122.416446124049	2016-03-02T10:17:00Z	NONE
SUSPICIOUS OCC	Wednesday	INVESTIGATIVE DETENTION	160181219	37.7329162539537	-122.416446124049	2016-03-02T10:17:00Z	NONE
WARRANTS	Wednesday	ENROUTE TO DEPARTMENT OF CORRECTIONS	160181225	37.7797870676495	-122.415127837608	2016-03-02T10:43:00Z	ARREST, BOOKED
WARRANTS	Wednesday	ENROUTE TO OUTSIDE JURISDICTION	160181247	37.7220663370158	-122.439100740586	2016-03-02T11:23:00Z	NONE
BURGLARY	Wednesday	BURGLARY, HOT PROWL, UNLAWFUL ENTRY	160181269	37.7872715205959	-122.41824964748	2016-03-02T11:45:00Z	NONE
NON-CRIMINAL	Wednesday	AIDED CASE, MENTAL DISTURBED	160181275	37.7841907151119	-122.414406029855	2016-03-02T11:49:00Z	NONE
STOLEN PROPERTY	Wednesday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160181281	37.7819608221838	-122.420641893733	2016-03-02T11:13:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	PROBATION VIOLATION	160181281	37.7819608221838	-122.420641893733	2016-03-02T11:13:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	RESISTING ARREST	160181281	37.7819608221838	-122.420641893733	2016-03-02T11:13:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	EVADING A POLICE VEHICLE OR BICYCLE	160181281	37.7819608221838	-122.420641893733	2016-03-02T11:13:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	TRAFFIC VIOLATION ARREST	160181281	37.7819608221838	-122.420641893733	2016-03-02T11:13:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF NARCOTICS PARAPHERNALIA	160181297	37.7517592755797	-122.412846392511	2016-03-02T12:15:00Z	ARREST, BOOKED
ASSAULT	Wednesday	THREATS AGAINST LIFE	160181297	37.7517592755797	-122.412846392511	2016-03-02T12:15:00Z	ARREST, BOOKED
WARRANTS	Wednesday	WARRANT ARREST	160181297	37.7517592755797	-122.412846392511	2016-03-02T12:15:00Z	ARREST, BOOKED
BURGLARY	Wednesday	BURGLARY OF STORE, FORCIBLE ENTRY	160181300	37.7390212579705	-122.415526359478	2016-03-02T13:15:00Z	NONE
TRESPASS	Wednesday	LODGING WITHOUT PERMISSION	160181350	37.7706305910776	-122.41248326348	2016-03-02T14:53:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	AIDED CASE, INJURED PERSON	160181366	37.7706305910776	-122.41248326348	2016-03-02T08:01:00Z	NONE
WARRANTS	Wednesday	WARRANT ARREST	160181372	37.768992468359	-122.425654813324	2016-03-02T14:32:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	MISCELLANEOUS INVESTIGATION	160181388	37.7980656328345	-122.412452531093	2016-03-02T15:10:00Z	NONE
VANDALISM	Wednesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160181407	37.770242204169	-122.430076617284	2016-03-02T14:57:00Z	NONE
WARRANTS	Wednesday	ENROUTE TO ADULT AUTHORITY	160181429	37.7790783598683	-122.40643005114	2016-03-02T15:26:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF NARCOTICS PARAPHERNALIA	160181435	37.7368743139473	-122.392563426886	2016-03-02T16:07:00Z	ARREST, BOOKED
TRESPASS	Wednesday	TRESPASSING	160181435	37.7368743139473	-122.392563426886	2016-03-02T16:07:00Z	ARREST, BOOKED
LIQUOR LAWS	Wednesday	CONSUMING ALCOHOL IN PUBLIC VIEW	160181435	37.7368743139473	-122.392563426886	2016-03-02T16:07:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF NARCOTICS PARAPHERNALIA	160181479	37.7351844916326	-122.391493955999	2016-03-02T16:24:00Z	ARREST, BOOKED
LIQUOR LAWS	Wednesday	CONSUMING ALCOHOL IN PUBLIC VIEW	160181479	37.7351844916326	-122.391493955999	2016-03-02T16:24:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	FOUND PROPERTY	160181526	37.7143072754952	-122.462601335079	2016-03-02T16:50:00Z	NONE
NON-CRIMINAL	Wednesday	TRAFFIC ACCIDENT	160181576	37.7106886165247	-122.447596140416	2016-03-02T17:46:00Z	ARREST, BOOKED
LOITERING	Wednesday	LOITERING	160181598	37.775420706711	-122.403404791479	2016-03-02T16:00:00Z	ARREST, BOOKED
LIQUOR LAWS	Wednesday	CONSUMING ALCOHOL IN PUBLIC VIEW	160181601	37.7380376770177	-122.391515160928	2016-03-02T16:41:00Z	ARREST, BOOKED
WARRANTS	Wednesday	WARRANT ARREST	160181601	37.7380376770177	-122.391515160928	2016-03-02T16:41:00Z	ARREST, BOOKED
SUSPICIOUS OCC	Wednesday	INVESTIGATIVE DETENTION	160181623	37.7817511307229	-122.411071423064	2016-03-02T17:10:00Z	NONE
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160181639	37.7257922649203	-122.442385848103	2016-03-02T17:15:00Z	ARREST, BOOKED
SUSPICIOUS OCC	Wednesday	INVESTIGATIVE DETENTION	160181667	37.779489776176	-122.407376438306	2016-03-02T16:58:00Z	EXCEPTIONAL CLEARANCE
ASSAULT	Wednesday	BATTERY	160181695	37.763481310853	-122.426426899565	2016-03-02T17:40:00Z	NONE
VANDALISM	Wednesday	MALICIOUS MISCHIEF, VANDALISM	160181695	37.763481310853	-122.426426899565	2016-03-02T17:40:00Z	NONE
OTHER OFFENSES	Wednesday	TRAFFIC VIOLATION	160181714	37.7713841278888	-122.428614806947	2016-03-02T18:10:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160181714	37.7713841278888	-122.428614806947	2016-03-02T18:10:00Z	ARREST, BOOKED
DISORDERLY CONDUCT	Wednesday	MAINTAINING A PUBLIC NUISANCE	160181720	37.7681976977245	-122.42121339889	2016-03-02T15:41:00Z	ARREST, BOOKED
TRESPASS	Wednesday	LODGING WITHOUT PERMISSION	160181720	37.7681976977245	-122.42121339889	2016-03-02T15:41:00Z	ARREST, BOOKED
ASSAULT	Wednesday	BATTERY	160181764	37.7658510977435	-122.41967661615	2016-03-02T18:00:00Z	NONE
VEHICLE THEFT	Wednesday	STOLEN AUTOMOBILE	160181770	37.7466296499421	-122.431414331499	2016-03-02T08:30:00Z	NONE
NON-CRIMINAL	Wednesday	TARASOFF REPORT	160181833	37.7564864109309	-122.406539115148	2016-03-02T18:32:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160181855	37.7431744969963	-122.474102710416	2016-03-02T18:14:00Z	JUVENILE BOOKED
STOLEN PROPERTY	Wednesday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160181855	37.7431744969963	-122.474102710416	2016-03-02T18:14:00Z	JUVENILE BOOKED
OTHER OFFENSES	Wednesday	RESISTING ARREST	160181855	37.7431744969963	-122.474102710416	2016-03-02T18:14:00Z	JUVENILE BOOKED
OTHER OFFENSES	Wednesday	VIOLATION OF RESTRAINING ORDER	160181861	37.7345025151708	-122.382247020863	2016-03-02T17:55:00Z	NONE
SECONDARY CODES	Wednesday	DOMESTIC VIOLENCE	160181861	37.7345025151708	-122.382247020863	2016-03-02T17:55:00Z	NONE
NON-CRIMINAL	Wednesday	AIDED CASE, MENTAL DISTURBED	160181877	37.7753128522284	-122.395021745914	2016-03-02T18:29:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT OF PROPERTY	160181883	37.7861493947594	-122.417273344939	2016-03-02T18:30:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY	160181883	37.7861493947594	-122.417273344939	2016-03-02T18:30:00Z	ARREST, BOOKED
FORGERY/COUNTERFEITING	Wednesday	FORGERY, DRIVERS LICENSE OR ID-CARD	160181883	37.7861493947594	-122.417273344939	2016-03-02T18:30:00Z	ARREST, BOOKED
STOLEN PROPERTY	Wednesday	STOLEN ACCESS CARD, POSSESSION	160181883	37.7861493947594	-122.417273344939	2016-03-02T18:30:00Z	ARREST, BOOKED
WARRANTS	Wednesday	WARRANT ARREST	160181883	37.7861493947594	-122.417273344939	2016-03-02T18:30:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	AIDED CASE, MENTAL DISTURBED	160181946	37.773248092065	-122.409065690706	2016-03-02T18:58:00Z	NONE
BURGLARY	Wednesday	BURGLARY, UNLAWFUL ENTRY	160181968	37.7728240162683	-122.415315348489	2016-03-02T12:30:00Z	NONE
NON-CRIMINAL	Wednesday	AIDED CASE	160181974	37.7749608389499	-122.403290912425	2016-03-02T19:43:00Z	NONE
ASSAULT	Wednesday	AGGRAVATED ASSAULT WITH A DEADLY WEAPON	160181980	37.7941200264576	-122.444236571513	2016-03-02T17:50:00Z	NONE
MISSING PERSON	Wednesday	FOUND PERSON	160182007	37.7717273141771	-122.441393701114	2016-03-02T15:50:00Z	NONE
ASSAULT	Wednesday	THREATS AGAINST LIFE	160182079	37.7357439504397	-122.418424445417	2016-03-02T18:08:00Z	NONE
MISSING PERSON	Wednesday	MISSING JUVENILE	160182085	37.779911669335	-122.407474439624	2016-03-02T18:54:00Z	NONE
MISSING PERSON	Wednesday	FOUND PERSON	160182085	37.779911669335	-122.407474439624	2016-03-02T18:54:00Z	NONE
ASSAULT	Thursday	BATTERY	160182091	37.7455640062989	-122.451163989719	2016-03-03T17:30:00Z	NONE
OTHER OFFENSES	Thursday	INCIDENT ON SCHOOL GROUNDS	160182091	37.7455640062989	-122.451163989719	2016-03-03T17:30:00Z	NONE
NON-CRIMINAL	Wednesday	AIDED CASE -PROPERTY FOR DESTRUCTION	160182104	37.7870966495663	-122.41072162587	2016-03-02T20:15:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM A BUILDING	160182126	37.7614118083919	-122.427242380192	2016-03-02T16:15:00Z	NONE
OTHER OFFENSES	Wednesday	INCIDENT ON SCHOOL GROUNDS	160182126	37.7614118083919	-122.427242380192	2016-03-02T16:15:00Z	NONE
TRESPASS	Wednesday	TRESPASSING	160182154	37.7945003394616	-122.408061251982	2016-03-02T19:00:00Z	ARREST, BOOKED
SUSPICIOUS OCC	Wednesday	SUSPICIOUS OCCURRENCE	160182160	37.7652991255017	-122.428809654361	2016-03-02T20:15:00Z	NONE
WARRANTS	Wednesday	WARRANT ARREST	160182176	37.7289171340996	-122.380268162997	2016-03-02T20:18:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160182182	37.7897250412723	-122.449011397192	2016-03-02T14:30:00Z	NONE
SECONDARY CODES	Wednesday	JUVENILE INVOLVED	160182198	37.7817511307229	-122.411071423064	2016-03-02T20:08:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF MARIJUANA	160182198	37.7817511307229	-122.411071423064	2016-03-02T20:08:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160182223	37.7307376243582	-122.404952461327	2016-03-02T20:35:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	GRAND THEFT FROM PERSON	160182239	37.7837240254478	-122.414242955907	2016-03-02T19:30:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM A BUILDING	160182267	37.7886465686704	-122.42115446602	2016-03-02T17:00:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160182295	37.7546255872838	-122.41860030589	2016-03-02T20:45:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF MARIJUANA	160182295	37.7546255872838	-122.41860030589	2016-03-02T20:45:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	TRAFFIC VIOLATION ARREST	160182295	37.7546255872838	-122.41860030589	2016-03-02T20:45:00Z	ARREST, BOOKED
WEAPON LAWS	Wednesday	POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN	160182308	37.7367848800513	-122.392643753605	2016-03-02T21:11:00Z	ARREST, BOOKED
WEAPON LAWS	Wednesday	POSS OF LOADED FIREARM	160182308	37.7367848800513	-122.392643753605	2016-03-02T21:11:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	INDECENT EXPOSURE	160182314	37.7786591541508	-122.416583456133	2016-03-02T20:57:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160182364	37.7850629421661	-122.406520987144	2016-03-02T19:33:00Z	ARREST, BOOKED
VANDALISM	Wednesday	MALICIOUS MISCHIEF, VANDALISM OF VEHICLES	160182392	37.7770436202636	-122.413583483648	2016-03-02T18:30:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	AIDED CASE, MENTAL DISTURBED	160182427	37.7843677003184	-122.4245611166	2016-03-02T21:30:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	160182449	37.806862238932	-122.418911060677	2016-03-02T20:38:00Z	NONE
STOLEN PROPERTY	Wednesday	STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING	160182455	37.741054981526	-122.406825183678	2016-03-02T21:56:00Z	ARREST, BOOKED
WARRANTS	Wednesday	WARRANT ARREST	160182455	37.741054981526	-122.406825183678	2016-03-02T21:56:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	TRAFFIC VIOLATION	160182455	37.741054981526	-122.406825183678	2016-03-02T21:56:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	AIDED CASE	160182461	37.7484762048069	-122.50072150479	2016-03-02T21:19:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160182477	37.7784692199467	-122.513642064265	2016-03-02T20:00:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160182524	37.8058980113661	-122.415270023651	2016-03-02T20:26:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160182546	37.779514030063	-122.413564091744	2016-03-02T20:57:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	GRAND THEFT FROM PERSON	160182552	37.789434763004	-122.406958660602	2016-03-02T22:20:00Z	NONE
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160182568	37.7220250460151	-122.429249889048	2016-03-02T22:30:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	VIOLATION OF MUNICIPAL CODE	160182574	37.8081660533563	-122.416650482064	2016-03-02T21:52:00Z	ARREST, BOOKED
WARRANTS	Wednesday	ENROUTE TO ADULT AUTHORITY	160182574	37.8081660533563	-122.416650482064	2016-03-02T21:52:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	160182580	37.7837998723601	-122.409268441444	2016-03-02T21:00:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	160182615	37.757232227914	-122.415629332446	2016-03-02T21:00:00Z	NONE
ASSAULT	Wednesday	BATTERY	160182643	37.7624591846215	-122.435773846395	2016-03-02T22:14:00Z	ARREST, BOOKED
DRUG/NARCOTIC	Wednesday	POSSESSION OF NARCOTICS PARAPHERNALIA	160182643	37.7624591846215	-122.435773846395	2016-03-02T22:14:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	RESISTING ARREST	160182643	37.7624591846215	-122.435773846395	2016-03-02T22:14:00Z	ARREST, BOOKED
NON-CRIMINAL	Wednesday	FOUND PROPERTY	160182665	37.7649178909424	-122.421886357981	2016-03-02T22:30:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160182712	37.8019448217689	-122.420468917267	2016-03-02T23:00:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160182728	37.7285280627465	-122.475647460786	2016-03-02T21:30:00Z	ARREST, BOOKED
ROBBERY	Wednesday	ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM	160182734	37.7885452792081	-122.414390137578	2016-03-02T22:35:00Z	NONE
NON-CRIMINAL	Wednesday	FOUND PROPERTY	160182756	37.8019448217689	-122.420468917267	2016-03-02T23:25:00Z	NONE
VEHICLE THEFT	Wednesday	STOLEN TRUCK	160182778	37.7343432223742	-122.404545375381	2016-03-02T09:00:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM PERSON	160182803	37.7816031438671	-122.416351987352	2016-03-02T23:20:00Z	NONE
LARCENY/THEFT	Wednesday	GRAND THEFT FROM LOCKED AUTO	160182825	37.7824713719545	-122.428332461091	2016-03-02T20:45:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT FROM A BUILDING	160182831	37.7809170537256	-122.463744066947	2016-03-02T21:00:00Z	NONE
DRUG/NARCOTIC	Wednesday	POSSESSION OF METH-AMPHETAMINE FOR SALE	160182875	37.7827931071006	-122.414056291891	2016-03-02T23:38:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	PROBATION VIOLATION	160182875	37.7827931071006	-122.414056291891	2016-03-02T23:38:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	PETTY THEFT FROM A BUILDING	160182900	37.7940561162458	-122.406194337856	2016-03-02T23:06:00Z	NONE
LARCENY/THEFT	Wednesday	PETTY THEFT SHOPLIFTING	160182922	37.7285280627465	-122.475647460786	2016-03-02T22:55:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	TRAFFIC VIOLATION	160182938	37.80414615262	-122.425110613231	2016-03-03T00:11:00Z	ARREST, BOOKED
OTHER OFFENSES	Wednesday	DRIVERS LICENSE, SUSPENDED OR REVOKED	160182938	37.80414615262	-122.425110613231	2016-03-03T00:11:00Z	ARREST, BOOKED
LARCENY/THEFT	Wednesday	PETTY THEFT FROM LOCKED AUTO	160182944	37.7830295716044	-122.431046366089	2016-03-02T23:20:00Z	NONE
